GCPA,Greedy,Baseline,Better Baseline
23,21,36,28
29,21,36,27
25,21,36,30
28,21,36,26
22,21,36,26
29,21,36,28
30,21,36,25
27,21,36,27
31,21,36,31
26,21,36,29
26,21,36,30
26,21,36,30
26,21,36,24
25,21,36,27
21,21,36,27
26,21,36,28
27,23,32,28
29,23,32,28
29,23,32,31
29,23,32,26
28,23,32,29
24,23,32,30
30,23,32,26
27,23,32,28
28,21,37,31
27,21,37,28
29,21,37,28
29,21,37,27
29,21,37,26
30,21,37,25
28,21,37,30
25,21,37,27
27,21,37,27
29,21,37,28
24,21,37,25
26,21,37,26
26,21,37,29
24,21,37,30
26,21,37,27
23,21,37,26
29,21,37,30
28,21,37,28
27,21,37,29
27,22,35,27
28,22,35,27
27,22,35,23
25,22,35,26
28,22,35,28
28,22,35,29
28,22,35,25
29,22,35,26
28,22,35,26
27,22,35,27
24,22,35,28
29,22,35,24
29,22,35,29
28,22,35,27
24,22,35,24
26,22,35,26
28,22,35,26
25,22,35,25
29,22,35,28
27,22,35,26
25,22,35,24
26,22,35,29
27,22,35,24
28,22,35,27
28,22,35,25
27,22,35,28
28,22,35,23
25,22,35,27
27,22,35,29
28,22,35,29
21,23,32,30
30,20,41,26
25,20,41,28
26,21,45,28
28,21,45,26
27,21,45,29
28,22,35,27
25,21,45,28
28,22,35,28
28,22,35,29
27,22,35,28
25,22,35,25
28,22,35,27
28,22,35,28
28,22,35,29
29,22,35,30
28,22,35,26
27,22,35,25
24,22,35,29
29,22,35,28
29,22,35,26
28,22,35,28
24,22,35,28
26,22,35,28
28,22,35,28
25,22,35,27
29,22,35,25
27,22,35,26
25,22,35,28
26,22,35,27
27,22,35,28
28,22,35,26
28,22,35,25
27,22,35,31
28,22,35,26
27,22,35,26
25,22,35,28
28,22,35,28
28,22,35,29
28,22,35,26
29,22,35,28
28,22,35,26
27,22,35,29
24,22,35,31
29,22,35,27
29,22,35,28
28,22,35,27
24,22,35,25
26,22,35,26
28,22,35,28
25,22,35,27
29,22,35,26
27,22,35,27
25,22,35,26
26,22,35,29
27,22,35,26
28,22,35,26
28,22,35,24
27,22,35,28
28,22,35,29
27,22,35,25
25,22,35,27
28,22,35,27
28,22,35,31
28,22,35,30
29,22,35,26
28,22,36,28
26,22,36,26
25,21,36,28
28,22,36,28
23,22,36,27
22,19,39,27
28,22,36,30
28,22,36,26
20,20,36,26
30,23,36,29
28,23,36,29
29,22,38,28
26,22,38,28
22,22,36,28
27,22,35,27
30,21,41,27
28,23,41,27
28,23,41,27
28,21,36,29
28,21,37,26
27,21,37,28
28,21,37,25
25,23,32,30
22,21,37,28
27,21,37,28
29,22,36,32
28,22,38,25
27,22,38,27
22,22,36,30
31,20,38,28
26,20,45,27
29,21,41,24
26,20,45,26
28,22,35,27
27,22,35,29
24,22,35,30
29,22,35,28
29,22,35,26
28,22,35,27
24,22,35,28
26,22,35,27
28,22,35,29
25,22,35,28
29,22,35,28
27,22,35,28
25,22,35,30
26,22,35,28
27,22,35,26
28,22,35,28
28,22,35,27
27,22,35,27
28,22,35,29
27,22,35,27
25,22,35,28
28,22,35,28
28,22,35,27
28,22,35,29
29,22,35,26
28,22,35,29
27,22,35,27
26,22,41,28
26,22,41,28
25,22,41,25
28,22,41,26
24,22,41,28
27,20,35,29
29,20,35,26
27,21,35,27
28,21,35,27
26,21,35,25
26,21,35,28
26,21,35,26
26,21,35,25
28,21,35,27
27,21,35,27
26,21,35,25
25,21,35,26
26,21,35,28
29,21,35,27
27,21,35,26
26,21,35,27
29,21,35,26
28,21,35,26
26,21,35,30
28,21,35,28
28,21,35,25
27,21,35,25
29,21,35,28
27,21,35,27
27,21,35,27
27,21,35,25
28,21,35,26
27,21,35,28
28,21,35,26
29,23,32,27
29,23,32,29
28,23,32,27
24,23,32,24
30,23,32,31
27,23,32,27
27,23,32,27
26,23,32,27
30,23,32,28
28,23,32,27
29,23,32,29
28,23,32,25
27,23,32,26
29,23,32,25
26,23,32,25
30,23,32,28
22,23,32,30
24,23,32,27
28,23,32,29
25,23,32,30
27,23,32,27
24,23,32,28
29,23,32,28
31,23,32,26
24,23,32,30
25,23,32,28
28,23,32,28
27,23,32,22
21,23,32,28
27,23,32,27
28,23,32,31
28,23,32,29
24,23,32,25
29,23,32,29
25,23,32,29
31,23,32,27
26,23,32,28
27,23,32,28
29,23,32,25
29,23,32,27
29,23,32,29
28,23,32,28
24,23,32,26
30,23,32,30
27,23,32,27
27,23,32,26
26,23,32,28
30,23,32,24
28,23,32,29
28,21,43,28
29,23,32,28
28,23,32,30
27,23,32,26
29,23,32,31
26,23,32,27
30,23,32,29
22,23,32,29
24,23,32,28
28,23,32,29
25,23,32,28
27,23,32,25
24,23,32,30
29,23,32,30
28,21,41,27
28,21,41,27
28,21,41,29
28,21,41,28
28,21,41,25
28,21,41,27
28,21,41,31
28,21,41,29
28,21,41,28
28,21,41,28
28,21,41,27
28,21,41,29
28,21,41,27
28,21,41,27
28,21,41,27
28,21,41,30
25,20,41,25
28,20,34,26
27,20,34,26
28,22,38,29
28,20,37,27
31,21,41,28
26,21,36,30
28,21,36,33
27,21,36,28
28,22,36,26
26,21,37,28
27,21,37,25
25,21,37,26
27,21,37,28
28,21,37,26
24,21,37,28
26,21,37,27
27,21,37,28
28,21,37,26
27,21,37,28
28,21,37,26
25,21,37,27
22,21,37,23
27,21,37,24
28,21,40,27
28,21,40,28
28,21,37,29
26,21,37,25
25,21,37,28
27,21,37,29
28,21,37,25
23,21,37,26
28,21,37,26
29,21,37,27
27,21,37,27
27,21,37,25
30,21,37,26
27,21,37,28
29,21,37,26
29,21,37,27
27,21,37,25
26,21,37,27
27,21,37,24
28,21,37,25
22,21,37,26
27,21,37,26
24,21,37,25
23,21,37,27
27,21,37,26
25,21,37,27
27,21,37,26
26,21,37,25
27,21,37,26
25,21,37,29
27,21,37,26
28,21,37,25
24,21,37,27
26,21,37,27
27,21,37,27
28,21,37,26
27,21,37,27
28,21,37,26
28,20,37,31
27,20,37,28
25,20,37,26
26,20,37,28
26,20,37,27
28,20,37,24
23,20,37,28
26,20,37,26
24,20,37,27
28,20,37,26
25,23,32,28
25,21,35,27
28,21,35,26
29,21,35,28
28,21,35,28
27,21,35,26
28,21,35,25
29,21,35,27
26,21,35,25
22,21,35,28
26,21,35,26
28,21,35,27
25,21,35,29
29,21,35,28
27,20,37,27
28,20,37,25
28,20,37,28
27,20,37,28
25,20,37,23
26,20,37,27
26,20,37,29
28,20,37,24
23,20,37,28
26,20,37,27
24,20,37,25
28,20,37,27
26,20,37,26
29,20,37,23
27,20,37,26
28,20,37,26
28,20,37,26
26,20,37,30
28,20,37,28
27,20,37,24
23,20,37,28
27,20,37,26
27,20,37,28
25,20,37,25
29,20,37,26
27,20,37,30
28,20,37,26
28,20,37,27
27,20,37,29
26,20,37,27
27,20,37,30
30,20,37,25
27,20,37,27
24,20,37,29
25,20,37,29
25,19,37,28
27,19,37,26
26,19,37,25
28,19,37,27
28,19,37,25
26,19,37,25
27,19,37,26
28,19,37,27
30,19,37,25
26,20,39,26
25,20,39,27
29,20,39,29
27,20,39,25
20,20,39,24
28,22,41,27
29,22,41,28
27,20,35,24
26,20,35,25
27,20,35,27
27,20,35,30
22,20,35,27
30,20,35,25
27,20,35,27
28,20,35,26
29,20,35,27
27,20,35,26
30,20,35,26
27,20,35,27
29,20,35,28
26,20,35,27
24,20,35,30
25,20,35,25
28,20,35,28
30,20,35,28
27,20,35,26
27,20,35,25
27,20,35,27
28,20,35,28
25,20,35,25
28,20,35,25
28,20,35,25
27,20,35,25
26,20,35,29
27,20,35,26
27,20,35,27
22,20,35,27
30,20,35,25
27,20,35,29
28,20,35,25
29,20,35,27
27,20,35,29
30,20,35,28
27,20,35,27
29,20,35,28
26,20,35,25
24,20,35,28
25,20,35,26
28,20,35,28
30,20,35,24
27,20,35,26
27,20,35,27
27,20,35,26
28,20,35,25
25,20,35,28
28,20,35,26
28,20,35,28
27,20,35,28
26,20,35,27
27,20,35,27
27,20,35,28
23,21,35,26
30,22,35,26
26,22,35,27
27,22,35,25
29,22,35,25
27,22,35,28
26,22,35,27
29,22,35,28
30,22,35,25
27,22,35,25
25,22,35,25
25,22,35,26
28,22,35,28
29,22,35,26
26,22,35,25
27,22,35,26
28,22,35,27
29,22,35,23
25,22,35,28
27,22,35,24
29,22,35,30
27,22,35,25
28,22,35,27
25,22,35,28
28,22,35,27
22,22,35,28
30,22,35,25
26,22,35,26
28,20,35,28
29,20,35,29
27,20,35,24
28,20,35,28
29,20,35,29
29,20,35,27
27,20,35,26
23,20,35,27
26,20,35,26
27,20,35,24
30,20,35,30
28,20,35,27
26,20,35,29
28,20,35,27
28,20,35,24
25,20,35,28
28,20,35,27
28,20,35,25
27,20,35,27
29,20,35,27
27,20,35,25
26,20,35,28
25,20,35,29
30,20,35,27
27,20,35,26
28,22,35,24
30,22,35,25
27,22,35,26
25,22,35,26
27,22,35,23
30,22,35,23
26,22,35,26
26,22,35,28
25,22,35,24
27,22,35,30
30,22,35,24
27,22,35,24
27,22,35,27
27,20,35,29
28,20,35,27
24,20,35,27
28,20,35,28
28,20,35,25
27,20,35,27
26,20,35,27
27,20,35,27
26,20,35,28
23,20,35,27
30,20,35,30
25,20,35,28
28,20,35,27
29,20,35,27
27,20,35,29
29,20,35,29
28,20,35,30
30,20,35,28
29,20,35,28
24,20,35,27
25,20,35,29
28,20,35,29
29,20,35,27
28,20,35,23
26,20,35,29
27,20,35,28
28,20,35,30
24,20,35,28
28,20,35,29
28,20,35,30
27,20,35,27
26,20,35,29
27,20,35,25
26,20,35,26
23,20,35,28
30,20,35,30
25,20,35,26
28,20,35,26
29,20,35,27
27,20,35,25
29,20,35,29
28,20,35,30
30,20,35,27
29,20,35,26
24,20,35,30
25,20,35,26
28,20,35,27
29,20,35,27
28,20,35,27
26,20,35,25
27,20,35,29
28,20,35,30
24,20,35,27
28,21,35,25
28,21,35,26
28,21,35,25
29,21,35,28
27,21,35,26
27,21,35,26
28,21,35,27
27,22,41,26
24,22,41,26
27,22,41,27
25,22,41,26
28,22,41,30
23,22,41,26
25,22,41,27
22,22,42,28
28,23,41,28
29,20,35,26
25,20,35,24
27,22,41,26
27,20,35,25
26,20,35,24
28,20,35,22
25,20,35,27
28,20,35,25
33,20,35,22
23,20,35,24
24,20,35,26
24,20,35,24
26,20,35,23
30,20,35,24
25,20,35,24
26,20,35,25
29,20,35,24
27,20,35,23
24,20,35,26
29,20,35,25
30,20,35,24
27,20,35,24
27,20,35,26
26,20,35,26
26,20,35,26
22,20,35,25
28,20,35,24
26,20,35,26
27,20,35,25
29,20,35,26
27,20,35,27
31,20,35,26
28,20,35,27
30,20,35,29
29,20,35,28
24,20,35,29
25,20,35,27
27,20,35,28
30,20,35,27
28,20,35,29
26,20,35,28
27,20,35,26
28,20,35,28
25,20,35,26
28,20,35,29
29,20,35,30
27,20,35,26
26,20,35,25
27,20,35,27
26,20,35,25
23,20,35,30
30,20,35,32
26,20,35,25
28,20,35,26
29,20,35,29
27,20,35,27
31,20,35,29
28,20,35,30
30,20,35,27
29,20,35,29
24,20,35,29
25,20,35,25
27,20,35,29
30,20,35,27
28,20,35,27
26,20,35,27
27,20,35,26
28,20,35,29
25,20,35,27
28,20,35,30
29,20,35,27
27,20,35,28
26,20,39,28
27,23,39,24
28,21,43,28
27,23,39,30
27,23,39,29
27,23,39,29
27,23,39,30
27,23,39,30
27,23,39,31
27,23,39,31
27,23,39,28
28,22,36,28
28,22,35,28
28,22,35,27
29,21,39,30
27,21,39,28
25,21,39,27
28,21,39,26
21,21,39,31
28,21,39,25
25,21,39,29
28,21,39,27
27,21,39,30
30,21,39,28
29,20,39,29
20,20,39,26
30,20,39,28
27,20,39,24
20,20,39,25
26,20,39,26
29,20,39,26
29,20,39,27
26,20,39,28
25,20,39,26
28,20,39,25
26,21,37,29
26,21,37,27
27,21,37,29
24,21,37,31
27,21,37,27
21,21,37,26
30,21,37,27
29,21,37,27
26,21,38,27
28,20,39,28
28,20,39,30
29,21,37,27
27,21,37,27
23,21,37,28
26,21,37,27
29,21,37,26
21,21,37,27
26,21,37,29
22,21,37,29
27,21,37,26
22,21,37,23
23,21,37,28
20,21,37,29
28,21,37,25
21,21,37,29
26,21,37,29
26,21,37,25
28,21,37,27
27,21,37,26
26,21,37,28
26,21,37,30
27,21,37,28
30,18,41,29
25,20,43,30
27,19,41,30
27,19,41,28
29,20,41,31
29,20,41,27
29,20,41,27
29,20,41,28
29,20,41,28
29,20,41,31
29,20,41,26
23,18,45,26
28,21,38,29
30,21,35,28
24,21,35,28
30,21,35,27
25,21,36,29
19,1,1,1
29,22,35,27
28,21,42,29
29,22,38,27
27,22,38,30
22,22,38,29
28,22,38,26
28,22,38,32
28,21,45,29
28,21,45,27
26,21,45,25
28,21,45,29
28,21,43,25
25,21,43,28
23,21,43,26
21,21,43,28
28,21,43,25
26,21,43,27
28,22,38,27
26,22,38,28
27,22,38,29
24,22,38,28
28,22,38,27
25,22,38,28
27,22,38,29
26,22,38,27
23,22,38,31
27,22,38,27
30,22,38,31
28,21,37,24
27,19,37,25
26,22,42,31
25,21,36,28
21,21,36,28
23,21,35,25
27,18,35,26
27,18,35,29
25,18,35,30
30,18,35,24
26,18,35,25
28,18,35,29
29,18,35,26
26,18,35,29
28,18,35,25
28,18,35,27
30,18,35,28
27,18,35,29
23,18,35,27
26,18,35,30
26,18,35,28
30,18,35,27
28,18,35,30
25,18,35,30
27,18,35,28
28,18,35,27
25,18,35,28
29,18,35,27
28,18,35,24
26,18,35,30
28,18,35,24
27,18,35,29
27,18,35,26
25,18,35,27
30,18,35,27
26,18,35,30
28,18,35,26
29,18,35,27
26,18,35,29
28,18,35,28
28,18,35,29
30,18,35,26
32,20,35,27
24,20,35,26
26,20,35,25
28,20,35,26
28,20,35,29
27,20,35,25
26,20,35,25
27,20,35,25
27,21,36,30
27,22,37,25
24,21,44,27
29,21,38,28
29,23,41,26
25,23,41,30
25,23,41,25
29,22,42,29
28,22,42,26
28,18,34,27
28,18,34,25
22,1,1,1
26,21,35,27
23,20,41,26
25,20,37,31
22,8,19,10
27,20,36,26
28,22,41,27
27,21,42,31
27,22,40,26
28,20,41,28
29,21,42,28
21,1,1,1
29,22,39,30
20,15,35,21
25,19,37,26
27,19,37,29
26,19,37,26
28,21,46,32
27,21,46,28
27,21,46,27
28,22,35,29
26,21,38,29
25,21,41,26
29,21,44,29
27,21,44,27
10,8,23,9
28,21,34,28
28,21,34,28
8,8,23,9
8,8,23,8
30,20,37,28
30,20,37,27
28,20,38,31
29,22,34,27
26,20,43,26
22,8,23,11
8,8,23,10
26,20,39,26
26,20,39,26
26,20,39,27
26,20,39,30
26,20,39,28
8,8,23,8
26,8,23,9
23,8,23,11
25,8,23,8
23,11,24,12
23,11,24,16
23,11,24,15
28,20,39,32
29,20,39,29
26,20,39,28
29,20,39,28
23,11,31,15
29,22,34,30
28,19,42,27
28,19,42,27
29,19,42,27
19,19,42,28
23,19,42,27
22,19,42,25
27,19,42,30
25,19,42,26
27,19,42,24
24,19,42,24
29,19,42,28
29,19,42,26
27,19,42,29
29,22,34,27
29,22,34,27
29,22,34,28
9,5,13,6
24,8,23,10
29,21,38,29
29,21,38,29
28,20,37,27
30,20,38,26
24,20,42,28
25,20,42,29
30,20,42,27
29,22,34,30
29,22,34,26
29,22,34,29
23,8,23,10
23,2,5,3
29,19,40,25
26,18,36,26
28,20,36,26
27,19,36,28
26,22,33,26
30,21,36,27
27,23,36,25
28,21,39,31
20,20,41,27
21,20,36,27
26,22,36,27
30,20,35,27
27,21,30,26
26,21,30,29
27,21,30,26
28,21,30,26
28,20,40,26
29,20,40,28
29,20,40,27
27,22,40,29
28,22,42,27
27,22,42,28
28,23,41,27
29,22,44,31
29,22,41,29
26,23,41,30
29,21,34,29
21,22,41,28
24,22,36,28
21,22,36,26
32,19,38,25
28,19,41,26
21,21,36,28
28,21,36,30
28,21,36,25
29,21,36,28
21,21,36,27
22,22,36,28
27,18,37,26
22,22,33,27
28,22,36,28
20,2,4,2
28,24,41,28
29,21,36,27
29,21,36,28
29,21,36,26
28,22,33,25
29,22,33,26
23,22,39,25
30,22,38,28
30,22,38,27
28,22,43,27
26,22,43,31
27,21,36,28
22,22,36,26
25,21,44,28
26,23,44,31
26,20,35,28
28,22,36,27
28,22,33,24
29,22,40,30
29,22,40,28
29,22,40,28
29,22,40,30
29,22,40,30
29,22,40,31
4,4,6,4
26,14,34,18
23,14,34,20
22,14,28,23
27,20,44,30
26,20,44,30
25,20,44,32
20,2,2,2
28,23,34,27
28,23,34,26
28,23,34,28
25,14,34,21
20,3,3,3
26,14,34,18
28,21,43,27
25,21,43,28
28,23,34,31
28,23,34,28
29,21,37,29
26,12,28,16
26,12,28,15
26,12,28,17
26,12,28,17
26,12,28,16
14,14,34,20
26,14,34,17
28,23,34,29
24,14,34,21
24,14,34,18
28,20,37,27
28,20,37,30
22,3,4,3
22,3,4,3
22,3,4,3
22,3,4,3
25,14,34,16
22,14,34,20
22,3,4,3
28,23,34,30
23,1,1,1
13,1,1,1
1,1,1,1
27,21,36,27
28,21,41,28
20,19,30,25
26,21,44,26
28,21,41,30
27,21,41,28
26,21,43,26
25,20,38,29
27,20,41,28
28,20,42,29
28,18,35,26
27,20,40,28
28,20,43,26
28,20,39,28
28,20,39,27
31,21,38,28
29,21,40,27
30,21,40,26
25,22,40,27
26,22,40,25
23,21,41,27
31,20,36,30
22,2,3,2
25,20,36,25
26,21,38,25
25,21,38,27
29,21,39,26
29,21,39,28
28,21,39,29
28,22,39,28
29,21,39,28
29,21,39,26
29,21,39,25
29,21,39,25
29,20,45,27
27,20,31,24
21,20,42,29
28,21,35,26
28,21,35,28
28,21,35,29
28,21,35,24
28,21,35,29
30,21,38,26
29,20,38,28
29,20,37,32
29,20,37,30
29,21,41,27
29,23,40,29
29,21,36,28
26,20,44,27
27,21,38,28
25,21,38,26
28,21,39,32
28,21,39,27
28,21,39,28
22,21,39,27
28,20,37,26
23,21,38,28
26,21,38,29
31,21,38,27
22,1,1,1
25,21,38,28
26,21,38,26
30,21,38,25
24,21,38,28
27,21,38,26
21,21,38,24
29,20,36,30
29,20,36,26
24,20,36,26
28,20,40,29
27,21,35,28
29,21,35,26
30,22,38,28
26,19,35,27
26,20,38,27
27,20,38,28
30,19,37,26
29,19,41,29
27,22,40,25
30,22,40,28
25,22,40,28
26,19,35,24
27,19,35,30
27,21,42,28
27,21,42,27
27,19,35,25
26,19,35,24
29,19,41,26
22,21,38,27
29,21,38,28
29,22,39,29
27,22,39,27
30,22,39,26
29,21,44,27
27,22,44,30
28,22,39,28
28,22,39,26
28,20,44,28
22,20,44,30
22,20,44,28
28,22,37,28
30,21,41,26
30,21,41,27
28,20,38,26
21,21,43,29
21,21,43,25
25,21,37,28
4,4,6,4
28,20,40,26
25,20,40,27
23,18,38,25
27,19,33,30
27,19,33,31
27,19,33,29
27,19,33,26
27,19,33,30
27,19,33,26
27,19,33,28
27,19,33,30
28,21,40,28
26,20,35,27
26,20,36,26
25,21,41,28
21,21,42,28
21,21,42,27
23,22,36,25
30,21,34,28
25,19,36,25
21,21,38,28
23,6,18,9
25,20,36,26
24,12,22,14
23,2,4,3
31,21,41,27
22,22,37,29
22,21,33,27
29,21,33,26
26,21,33,26
28,22,37,28
17,2,2,2
25,20,34,27
27,20,36,28
28,22,41,31
25,21,39,27
24,6,12,7
21,13,32,17
33,19,41,25
25,19,41,26
26,19,41,27
27,21,37,27
26,21,37,26
27,23,40,28
27,23,40,30
21,21,38,28
26,21,38,26
27,22,39,26
28,19,38,29
27,21,37,29
27,21,37,27
27,21,37,28
27,21,37,27
27,21,37,26
27,21,37,25
28,21,36,24
28,20,42,28
27,22,45,27
27,19,43,27
27,19,43,29
27,19,43,28
27,19,43,28
28,20,44,29
19,2,3,2
29,21,37,29
31,21,37,28
28,21,37,25
28,20,45,29
28,20,45,30
28,20,45,27
21,21,45,29
27,21,38,29
22,22,38,25
28,21,43,28
26,20,41,26
27,20,41,28
21,21,41,31
22,21,41,30
31,19,38,28
25,21,36,29
27,20,38,30
26,20,44,26
29,20,40,31
25,20,40,24
26,21,36,27
27,21,36,26
28,20,40,24
31,21,39,30
27,21,39,26
29,21,39,28
29,21,39,26
26,21,39,29
28,21,35,32
28,20,44,30
28,22,40,29
24,22,44,26
24,22,42,31
30,22,36,29
29,22,36,33
30,22,36,24
29,19,43,28
27,19,43,28
21,19,43,24
19,19,43,27
26,19,43,26
25,19,43,29
26,19,43,29
28,19,43,32
28,19,43,30
30,21,34,28
28,21,40,30
29,21,39,26
29,20,45,31
23,20,45,27
29,20,45,26
29,20,45,27
25,21,38,29
29,22,37,27
27,22,37,26
26,14,24,18
29,21,39,28
29,20,43,27
29,20,43,25
29,20,43,28
28,19,43,27
29,21,42,27
25,22,43,26
25,22,43,29
25,22,43,24
25,22,43,28
29,20,43,28
19,19,41,28
30,23,40,26
28,20,42,31
27,20,39,30
28,19,39,26
29,19,39,29
21,20,39,31
27,20,39,29
28,20,39,30
28,20,39,27
29,20,39,25
30,19,42,30
27,19,42,26
27,24,38,26
23,22,46,29
27,20,39,27
29,21,38,27
27,22,43,28
29,21,41,28
25,20,41,28
28,19,41,26
28,19,41,27
25,19,43,26
26,20,43,27
29,21,42,29
26,21,40,27
28,20,39,29
29,20,39,27
28,23,38,30
26,18,38,28
26,18,38,29
27,19,36,29
27,22,43,28
29,21,38,28
26,16,40,21
20,20,39,26
24,21,41,26
29,20,41,25
26,20,37,26
27,20,44,28
25,20,41,26
25,20,41,27
30,20,44,26
25,17,41,26
27,22,38,28
28,20,38,28
26,20,37,26
1,1,1,1
28,21,43,27
28,20,38,28
26,20,38,31
30,18,44,25
27,20,42,31
30,23,41,27
21,21,36,27
25,14,42,21
23,14,42,21
29,22,38,27
27,22,38,26
14,13,31,16
23,13,31,16
26,13,31,16
20,13,31,16
20,13,31,16
19,13,31,17
24,13,31,17
13,13,31,15
26,19,40,24
27,19,40,25
25,13,31,16
24,13,31,16
25,21,38,29
26,13,31,16
27,19,40,25
27,19,41,29
27,21,41,26
23,22,43,30
26,22,38,26
22,4,5,4
30,19,44,25
29,21,39,28
29,21,40,27
29,21,40,28
29,21,40,29
27,20,41,29
28,19,38,26
21,2,2,2
30,22,41,28
30,20,36,28
20,7,15,7
21,6,17,7
25,21,41,26
6,6,17,9
28,21,35,27
27,20,36,26
21,6,17,9
20,20,38,26
28,20,38,28
27,20,38,32
25,20,38,28
27,20,38,26
27,20,38,27
28,20,38,26
27,23,38,26
27,21,37,31
26,22,32,28
27,22,32,27
26,22,32,30
24,22,32,27
27,22,32,24
26,22,32,27
26,21,40,27
27,21,40,27
24,21,42,25
27,19,40,27
26,19,40,24
27,21,40,24
26,19,43,28
28,19,44,23
19,19,44,28
19,19,44,29
26,19,44,30
22,20,36,29
25,20,36,25
28,19,44,29
26,20,39,29
27,20,39,29
29,22,41,31
29,22,41,26
29,22,41,27
29,22,41,25
29,22,41,31
29,22,41,27
29,22,41,26
20,19,40,29
28,22,37,28
27,23,38,29
27,23,38,27
27,23,38,25
4,4,6,4
24,20,36,26
29,21,43,25
30,22,41,24
27,20,41,29
24,20,41,29
19,21,43,27
28,21,36,28
26,21,36,26
24,21,36,23
28,20,37,29
28,22,37,29
26,22,37,31
21,22,37,26
28,20,40,27
19,19,37,25
26,11,31,18
2,2,2,2
19,2,2,2
19,2,2,2
29,23,33,27
29,23,33,29
29,23,33,31
24,7,18,12
24,19,45,31
30,22,35,29
28,22,35,27
29,23,33,26
30,23,33,29
27,23,33,29
27,21,39,30
25,16,29,18
25,19,36,28
24,16,29,19
25,16,29,20
25,16,29,20
28,21,40,32
22,21,40,29
29,21,40,27
30,21,40,33
25,14,29,17
3,3,7,3
26,14,28,18
26,14,28,17
26,14,28,18
21,14,28,17
23,14,28,19
29,20,41,29
24,16,29,20
29,20,44,26
30,20,41,25
22,20,34,24
22,22,40,29
23,22,40,27
27,22,40,31
26,22,40,25
26,20,44,30
28,22,40,26
29,22,40,27
25,20,40,28
29,21,39,26
27,21,37,29
26,23,36,26
29,23,36,27
32,22,43,28
32,22,43,30
32,22,43,27
26,23,36,29
25,23,36,31
21,23,36,28
27,23,36,27
23,23,36,25
28,19,41,23
27,19,41,24
28,19,41,27
26,19,41,26
28,19,41,29
27,19,41,27
20,20,36,27
25,22,43,28
30,22,43,29
28,22,43,28
25,24,43,29
24,20,43,27
28,22,43,29
29,22,41,25
29,22,41,29
29,22,41,28
29,22,41,27
29,22,41,27
29,22,41,31
29,22,41,25
29,22,41,23
27,21,37,26
27,21,37,26
27,21,37,31
27,21,37,27
27,21,37,26
27,21,37,27
27,21,37,27
27,21,37,28
27,21,37,27
27,21,37,30
27,21,37,25
27,21,37,29
27,21,37,27
27,21,37,26
27,21,37,25
27,21,38,26
27,21,38,27
26,21,36,30
28,20,36,27
27,21,36,26
27,21,36,29
25,21,36,26
28,21,36,28
30,21,36,26
26,21,36,29
22,21,36,30
27,21,36,29
22,22,41,27
30,22,41,29
27,20,36,28
27,20,36,27
24,21,36,33
29,20,42,30
30,20,42,27
25,20,42,28
27,20,42,25
28,20,42,24
28,20,42,28
26,20,42,29
25,20,42,29
20,20,42,27
28,20,42,24
19,20,42,25
26,22,35,30
28,22,35,28
22,22,35,27
22,22,35,27
22,22,35,30
26,22,35,29
23,22,35,28
27,23,36,27
23,23,36,28
23,23,36,30
26,21,36,29
26,21,36,28
28,22,35,27
27,23,36,27
25,23,36,27
22,21,43,29
24,20,42,29
31,20,33,29
25,20,33,28
27,22,35,29
25,23,36,26
28,23,36,30
25,22,41,29
21,20,43,26
21,20,43,25
21,20,43,26
21,20,43,26
27,22,44,29
26,22,44,26
26,22,44,30
28,22,44,29
28,22,44,27
27,22,44,29
27,22,44,30
26,22,44,29
28,22,44,26
28,22,44,30
22,22,44,26
27,22,44,33
29,22,44,28
27,22,44,30
30,22,44,30
22,22,44,27
29,22,44,30
28,20,44,30
27,20,44,26
26,20,42,29
26,20,42,31
26,20,42,27
26,20,42,27
26,20,42,25
22,21,43,26
22,21,43,28
26,20,38,29
26,22,43,31
20,20,36,27
27,21,36,26
28,21,36,24
27,21,38,29
26,23,38,29
29,23,38,27
21,23,38,26
23,23,38,27
28,23,38,28
28,23,38,27
26,23,38,28
29,23,38,28
28,23,38,25
28,23,38,27
26,23,38,26
29,21,43,29
27,23,38,26
27,20,38,21
19,20,38,26
21,20,38,28
27,20,38,24
26,20,38,26
26,19,43,33
28,19,43,25
21,20,43,27
28,21,43,28
25,21,43,27
28,21,43,27
27,22,35,29
27,21,36,24
25,19,36,22
27,21,35,30
30,19,38,28
30,19,38,23
30,19,38,27
30,19,38,28
30,19,38,27
27,20,36,26
27,20,36,25
27,20,36,25
27,22,37,28
28,20,43,29
30,20,43,29
27,22,42,30
27,22,42,32
27,21,45,31
28,21,45,29
29,21,45,30
28,23,43,25
30,23,43,30
28,21,37,25
27,20,39,27
19,19,37,28
28,19,37,31
29,19,37,30
25,19,37,25
28,22,38,27
30,22,38,25
29,22,38,29
22,22,38,26
28,22,38,25
25,21,45,28
23,21,43,30
25,21,43,29
24,21,43,31
24,21,43,28
29,18,33,29
18,18,33,28
26,18,33,28
27,18,33,27
25,18,33,25
23,19,37,28
25,19,37,26
25,22,43,28
28,22,40,25
28,20,37,27
28,20,37,27
28,20,37,25
22,19,35,27
24,19,35,26
18,1,1,1
29,21,37,28
29,21,37,29
30,22,40,26
24,22,40,28
28,23,40,27
23,23,40,28
27,23,40,27
28,23,40,28
29,23,40,28
25,23,40,26
27,23,40,31
25,23,40,27
28,23,40,26
25,23,40,29
27,22,40,27
26,20,42,27
26,20,42,30
26,20,42,27
26,20,42,27
