GCPA,Greedy,Baseline,Better Baseline
27,22,41,27
29,22,37,28
29,22,37,27
27,22,37,26
27,20,38,26
27,23,38,27
27,19,37,30
21,21,37,28
27,21,41,26
29,22,37,28
29,22,37,24
29,21,41,26
27,21,41,27
28,21,37,28
27,20,35,25
29,21,38,28
26,22,38,30
27,20,44,29
28,21,41,28
26,20,36,28
25,18,39,26
27,20,36,29
31,20,36,25
29,20,36,29
28,20,36,26
28,20,36,26
27,20,36,29
29,23,41,27
28,22,38,30
25,21,43,28
12,11,24,17
28,18,36,27
29,20,43,28
29,22,43,29
15,1,1,1
27,22,37,30
28,22,44,28
28,20,43,31
29,20,43,29
26,20,46,27
26,19,46,28
20,2,6,3
20,1,1,1
28,22,39,29
28,21,38,30
28,21,38,29
20,21,38,28
21,21,38,28
27,21,38,30
29,21,42,29
26,22,38,27
27,21,38,27
25,21,45,25
28,21,45,32
27,21,45,26
25,21,45,29
28,21,45,27
28,21,45,30
28,19,37,29
29,20,37,27
29,20,37,28
29,20,37,29
29,20,37,30
29,20,37,29
29,20,37,25
29,20,37,29
29,20,37,31
29,22,37,28
29,22,37,27
29,22,37,27
29,22,37,28
30,19,37,27
28,22,37,28
20,20,36,28
27,20,36,26
29,21,39,28
25,21,39,31
30,22,38,31
30,22,38,26
27,21,45,26
21,1,1,1
28,20,40,26
28,20,40,24
28,20,40,29
28,20,40,28
29,20,37,29
27,21,41,25
28,21,41,31
28,19,37,29
29,20,37,29
28,20,37,30
28,20,37,31
28,20,37,28
28,20,37,23
28,20,37,28
28,20,37,25
28,20,37,26
28,20,37,27
26,18,37,28
27,20,35,29
29,20,37,27
27,20,35,31
27,22,38,30
27,22,38,28
27,22,38,25
27,22,38,29
29,22,43,28
27,20,35,27
28,20,40,28
27,22,37,28
28,20,38,23
28,20,40,26
28,20,40,25
28,21,41,25
28,19,30,27
19,19,30,24
24,19,30,24
18,1,1,1
26,13,22,17
26,20,43,26
26,20,43,28
29,20,41,29
29,19,37,27
26,19,37,28
27,19,37,28
23,19,35,24
23,19,38,28
28,19,38,32
28,19,38,29
25,19,38,27
28,21,43,26
21,6,19,8
28,20,43,27
22,2,5,2
26,22,43,28
22,10,27,12
27,22,43,27
26,21,41,28
29,21,41,30
26,19,41,25
29,22,38,29
30,20,43,28
26,20,36,26
25,20,36,26
26,19,36,25
20,20,36,31
25,20,36,29
29,19,36,27
28,20,36,27
28,20,33,27
20,20,33,28
29,20,33,24
27,20,33,27
27,20,33,27
29,20,33,25
28,20,33,28
28,20,33,26
26,20,33,27
28,20,33,27
20,20,33,26
24,20,33,26
22,21,41,28
24,21,41,27
24,21,41,27
25,21,41,26
21,20,40,29
26,20,41,25
26,20,41,27
26,20,41,27
28,21,41,29
22,21,41,27
21,21,41,26
26,21,41,27
27,22,43,29
23,21,41,27
29,19,41,26
27,14,40,20
28,21,41,25
28,21,41,29
28,19,46,29
24,19,46,28
27,19,46,25
3,1,1,1
20,1,1,1
20,1,1,1
28,22,35,30
21,2,2,2
20,2,4,2
21,2,4,2
21,2,4,2
2,2,4,2
25,21,41,25
25,21,41,28
23,22,43,29
21,21,41,25
28,20,43,28
27,19,38,29
22,19,38,30
28,19,38,29
27,22,39,29
29,22,39,31
26,21,39,24
26,21,39,27
26,21,39,28
25,21,41,25
25,21,41,27
25,21,41,28
29,20,38,28
28,20,43,30
27,20,37,28
29,19,37,27
32,19,37,27
28,20,38,27
28,20,38,26
24,8,19,10
29,19,46,26
30,19,44,26
26,19,44,28
25,19,44,31
29,21,44,30
27,22,43,26
29,22,43,28
27,21,41,30
29,20,41,27
29,20,41,25
26,21,44,30
26,21,44,25
25,22,41,24
29,21,41,27
25,21,41,30
26,22,38,26
21,21,41,30
6,6,19,7
21,6,19,7
22,21,36,27
21,1,1,1
28,21,41,30
28,22,38,26
21,21,36,24
21,21,41,27
29,22,36,29
30,22,36,26
28,20,36,25
27,20,40,30
27,20,40,28
27,20,40,27
27,20,40,28
29,21,34,27
28,20,41,27
26,20,41,27
25,20,41,30
20,20,41,29
26,20,41,28
20,20,41,24
25,20,46,29
28,20,46,28
30,22,41,29
21,22,41,27
28,22,41,28
30,22,41,28
29,22,41,28
30,22,41,27
26,18,35,22
22,3,6,3
20,3,6,3
23,21,35,27
30,21,41,30
30,21,41,29
28,21,44,27
21,21,41,27
27,21,41,26
27,21,41,27
21,21,41,27
29,20,46,28
29,20,46,24
27,20,46,27
28,20,46,28
26,20,46,29
29,20,46,26
28,20,46,26
28,20,46,24
28,21,46,26
27,20,41,29
28,20,33,29
27,21,41,26
27,21,44,29
27,20,40,24
21,20,36,29
24,21,41,29
30,18,30,28
31,20,31,27
27,20,40,27
29,20,40,26
29,17,40,24
1,1,1,1
28,21,42,30
21,21,42,28
29,21,42,27
29,21,42,27
27,16,33,22
27,20,44,25
29,22,36,28
30,22,39,30
30,22,39,29
30,22,39,28
27,20,38,28
27,21,44,26
30,21,38,28
23,21,38,27
23,21,38,28
29,21,38,27
25,21,38,27
29,21,38,28
27,21,44,31
27,23,41,28
20,20,41,24
25,21,43,26
28,22,43,26
28,22,43,25
26,22,43,26
27,22,43,30
28,22,43,30
29,22,43,26
29,22,43,27
28,22,43,26
28,22,43,27
25,22,43,28
27,22,43,31
25,22,43,27
27,22,43,30
27,22,43,27
27,22,43,28
29,22,43,29
28,22,43,30
28,22,43,28
26,22,43,26
25,22,43,28
29,22,43,28
29,22,43,31
27,22,43,27
29,22,43,27
27,22,43,29
30,22,43,27
24,22,43,23
27,22,43,28
23,21,43,29
28,21,43,26
29,21,43,28
29,21,43,26
29,21,43,27
25,21,44,29
30,21,44,25
26,21,44,33
28,21,43,27
24,21,34,26
30,20,34,27
20,20,39,25
22,22,38,24
29,21,40,28
25,22,43,27
27,22,43,26
30,22,43,29
27,20,43,29
28,20,43,24
27,22,38,28
28,19,45,28
24,21,43,29
26,23,44,26
22,1,1,1
30,19,30,25
26,21,37,27
29,19,42,25
28,20,42,28
23,1,1,1
22,1,1,1
1,1,1,1
30,20,43,25
27,19,30,27
3,1,1,1
29,21,38,27
25,19,46,30
28,21,46,28
26,19,38,29
28,21,41,29
29,19,37,22
24,20,41,27
29,20,41,29
29,19,37,28
29,19,37,29
28,20,35,29
24,23,34,27
26,21,35,28
26,21,35,28
25,21,39,26
27,22,33,24
29,20,41,25
29,20,41,30
29,20,41,26
29,20,41,28
29,20,41,30
29,20,41,28
22,19,37,25
26,21,38,32
27,22,41,29
28,22,41,26
25,22,41,27
29,22,41,30
29,22,41,30
27,22,41,30
30,22,41,31
28,22,41,30
26,22,41,27
22,22,41,33
28,22,41,28
25,19,44,24
30,19,44,24
26,19,44,30
29,19,44,25
27,19,44,27
28,19,44,27
29,19,44,29
27,21,45,27
27,21,45,27
27,21,45,24
27,18,35,25
28,20,36,24
29,22,43,24
23,20,41,26
33,21,43,28
28,21,43,31
20,1,1,1
22,1,1,1
20,1,1,1
17,2,3,3
21,3,3,3
17,3,3,3
29,22,40,23
28,20,36,31
25,22,44,29
11,6,18,7
32,19,39,30
20,21,36,27
21,21,34,26
27,21,37,29
27,21,37,28
27,21,37,24
27,21,37,26
27,21,37,30
26,21,38,29
28,23,44,28
28,23,44,27
30,23,44,30
27,22,44,30
30,22,41,27
28,22,41,28
28,22,44,27
29,20,36,28
29,20,36,28
29,20,36,27
29,20,36,27
29,20,36,29
29,20,36,24
29,20,36,28
29,20,36,26
29,20,36,30
25,19,34,28
28,19,34,25
26,19,34,28
28,19,34,31
29,20,40,25
29,20,40,29
29,21,43,28
27,22,36,27
22,4,9,5
27,21,38,30
27,20,44,26
24,21,44,26
30,22,44,26
22,22,39,33
29,21,44,23
29,21,44,28
26,22,39,29
25,19,30,23
27,22,32,26
28,22,32,25
21,21,44,29
28,22,41,29
26,22,41,26
27,20,43,26
28,18,44,28
27,20,43,30
25,21,38,27
25,21,38,30
28,18,44,27
28,21,33,25
26,21,33,28
28,21,33,29
28,21,33,28
27,21,33,24
25,21,45,32
27,20,39,30
26,19,31,29
26,19,31,26
24,20,39,29
26,21,39,30
26,22,41,26
25,22,41,28
27,19,41,27
28,21,40,27
31,19,39,28
24,20,35,27
25,21,46,25
28,19,46,26
26,21,35,27
22,21,42,28
21,21,42,31
10,1,1,1
27,22,44,26
28,19,38,30
28,19,38,28
28,19,38,24
28,19,38,30
24,20,45,29
20,1,1,1
26,20,45,30
29,19,43,27
22,20,45,26
31,21,43,29
23,3,4,3
27,22,44,29
28,20,36,23
24,20,36,26
28,20,45,25
27,19,30,26
29,21,44,26
30,19,43,30
26,19,43,28
26,21,44,32
26,22,44,29
26,18,44,28
1,1,1,1
27,21,38,26
29,21,38,30
28,21,38,28
25,4,12,8
21,21,43,29
23,21,43,27
24,21,43,28
28,21,43,28
28,23,41,27
20,1,1,1
21,1,1,1
16,1,1,1
20,1,1,1
19,1,1,1
25,21,37,26
25,21,37,29
25,21,37,27
25,21,37,26
28,19,41,28
28,21,45,29
27,21,45,25
25,21,37,28
30,21,38,31
28,21,38,26
28,21,39,31
27,21,46,31
30,21,39,27
28,21,44,28
19,9,15,12
9,9,15,12
28,22,34,31
22,22,34,28
27,22,34,25
22,2,3,3
24,5,10,5
21,5,10,6
27,22,37,26
22,7,21,14
25,21,46,28
27,21,46,26
29,21,41,29
20,4,5,4
26,23,39,23
29,22,40,31
28,20,37,30
24,19,44,28
27,14,31,21
27,22,46,29
27,22,46,28
28,19,44,28
31,20,44,26
23,20,44,31
27,21,40,30
28,21,40,25
27,21,40,27
27,21,40,30
31,21,40,28
27,21,40,26
27,21,41,27
30,21,40,27
29,19,41,27
26,19,41,23
20,1,1,1
26,22,44,27
28,22,44,29
29,21,44,31
24,21,44,26
26,22,43,28
27,20,41,28
26,21,38,25
29,22,46,26
28,22,37,28
28,22,37,26
28,22,37,27
26,20,41,24
26,21,41,26
20,22,41,27
28,21,35,27
30,21,35,26
27,21,35,27
21,21,35,28
21,21,35,29
26,21,35,28
28,21,35,27
21,21,35,30
28,21,38,30
29,20,36,24
28,23,38,28
26,17,40,24
26,21,38,29
28,21,38,29
28,21,37,26
28,21,37,27
28,21,37,28
30,20,41,29
30,21,41,26
20,1,1,1
26,22,38,27
27,20,43,29
26,20,43,28
24,21,33,28
28,20,43,29
31,21,43,26
28,21,41,27
28,21,41,30
27,20,44,27
23,19,41,25
20,19,41,27
28,21,41,22
28,21,43,28
28,21,43,32
28,21,43,29
28,21,43,25
28,21,43,30
30,21,41,27
25,19,38,23
28,20,38,26
28,21,40,28
29,20,43,25
27,20,43,26
28,20,43,27
27,21,41,26
27,21,43,28
27,20,44,28
25,20,39,28
23,11,28,14
28,22,37,24
28,22,37,29
13,1,1,1
21,1,1,1
23,1,1,1
18,1,1,1
19,1,1,1
29,21,36,27
26,21,41,25
28,21,37,27
29,21,37,25
28,21,37,26
21,21,41,29
27,21,37,26
25,21,38,29
27,21,38,25
27,21,38,27
26,21,38,29
29,20,43,29
22,20,43,30
25,20,43,28
24,20,43,28
27,22,42,26
13,1,1,1
20,1,1,1
1,1,1,1
21,1,1,1
25,20,46,27
28,21,40,31
28,21,40,27
26,21,35,27
22,20,32,24
26,20,39,26
21,20,39,27
24,20,39,27
19,20,39,27
24,20,39,28
26,20,39,23
25,20,39,28
31,20,39,27
29,20,39,30
26,20,39,24
25,20,39,28
25,20,39,29
26,20,39,30
29,20,39,25
31,21,43,28
29,23,39,29
27,21,40,27
21,21,41,26
22,23,40,28
28,21,38,29
29,21,38,24
27,21,45,26
29,19,38,22
27,19,38,29
21,21,41,28
27,19,41,27
30,20,39,31
24,20,39,24
27,20,39,29
25,20,39,26
18,20,39,22
29,20,39,25
26,20,39,29
25,19,45,26
5,2,2,2
23,23,32,29
26,23,32,28
29,23,32,27
28,23,34,28
28,23,34,29
27,23,38,28
28,22,37,29
28,22,37,27
28,22,37,28
28,22,37,30
28,22,37,25
28,22,37,31
28,22,37,28
26,21,34,28
18,1,1,1
27,21,42,27
28,21,41,27
28,21,41,28
28,21,45,28
28,21,45,26
26,20,45,28
11,1,1,1
19,1,1,1
21,1,1,1
19,1,1,1
28,23,34,29
28,21,39,27
28,21,39,28
25,17,45,23
28,22,35,27
28,22,35,25
29,21,36,28
31,20,35,25
26,19,30,25
25,19,30,24
27,14,37,20
27,20,41,29
29,20,41,27
27,20,41,26
26,20,30,30
27,22,42,27
22,21,30,27
24,21,29,28
25,22,39,28
27,21,29,25
26,20,29,24
27,22,30,31
20,20,45,25
27,23,43,31
20,1,1,1
2,2,4,2
21,20,44,26
27,21,30,26
24,21,30,27
21,21,30,27
28,20,43,27
28,19,45,25
27,19,45,28
22,19,45,26
27,19,45,26
28,21,42,31
25,19,36,29
26,21,41,27
26,21,41,27
30,19,41,29
26,21,46,27
21,21,46,26
22,20,39,24
26,20,39,27
29,21,39,28
23,20,43,27
27,20,43,29
29,20,43,25
26,21,43,29
26,21,43,29
23,21,43,31
27,18,43,29
30,18,43,29
28,18,43,31
27,18,43,29
30,23,43,30
21,19,41,28
27,20,39,28
30,20,39,30
30,20,39,29
28,20,39,28
21,20,39,28
24,21,37,26
20,20,43,29
27,21,40,25
29,19,43,27
29,19,43,27
20,2,2,2
26,20,41,27
30,22,40,28
26,21,43,26
31,21,39,28
28,20,37,26
26,20,37,28
29,20,37,26
27,21,39,28
24,20,37,28
27,17,43,28
25,21,34,29
22,20,34,30
29,20,44,26
28,21,41,27
27,21,41,29
27,21,41,27
27,21,41,27
29,21,41,29
29,21,41,26
29,21,41,28
29,19,41,27
21,21,39,29
29,20,44,27
22,22,33,26
22,1,1,1
1,1,1,1
22,1,1,1
21,1,1,1
26,21,43,26
20,1,1,1
28,20,46,28
27,21,37,26
27,21,37,29
27,21,37,28
29,19,41,27
27,21,30,26
29,22,39,28
28,21,43,27
24,21,35,28
27,21,45,29
22,21,43,27
31,21,43,30
21,21,43,31
25,20,39,28
27,18,37,30
26,18,43,28
29,22,40,29
31,22,43,27
28,22,42,29
27,20,43,26
29,21,43,25
27,21,43,26
25,20,40,24
21,21,43,28
26,20,38,29
26,20,41,29
26,19,34,27
26,19,34,29
25,20,41,30
25,21,37,25
26,22,42,30
25,19,36,27
26,21,36,32
28,21,40,24
26,21,40,25
26,21,40,24
30,21,40,27
29,21,40,28
29,21,36,32
27,21,36,28
29,21,37,28
29,21,37,28
27,20,43,30
25,20,43,28
25,20,46,23
26,20,46,31
26,22,38,26
27,20,46,28
27,20,46,30
28,20,46,27
20,20,46,28
25,20,46,27
27,19,40,28
26,20,37,27
28,21,41,29
28,21,41,27
28,21,41,29
28,21,41,29
28,21,41,28
28,21,41,27
28,21,41,26
29,20,38,26
26,20,46,26
25,20,40,25
30,20,40,28
26,12,30,17
21,1,1,1
29,23,46,24
31,21,35,28
29,19,43,24
28,22,43,27
21,19,46,25
22,20,46,26
28,21,46,26
27,22,46,28
28,19,46,24
25,20,41,30
27,21,35,31
23,22,42,28
26,22,46,30
23,22,42,30
27,20,38,27
24,21,38,28
21,21,38,29
29,20,41,30
24,23,46,26
27,21,45,28
26,20,45,28
28,20,45,29
28,20,45,31
27,20,45,26
25,20,45,23
27,20,43,27
20,1,1,1
18,1,1,1
21,1,1,1
30,22,43,27
24,20,36,27
24,20,36,24
22,22,45,25
30,22,41,25
24,22,41,29
27,19,36,26
20,9,25,10
29,19,38,27
30,19,37,29
29,21,36,27
29,21,36,27
29,21,36,27
29,21,36,28
29,21,36,25
29,21,36,25
27,21,38,28
26,21,34,29
26,24,34,26
26,22,45,29
28,22,45,25
27,22,45,30
25,19,36,30
27,20,40,27
19,19,30,25
28,20,42,30
26,19,43,26
27,19,43,25
22,1,1,1
15,1,1,1
18,1,1,1
22,22,36,32
29,21,42,24
27,20,42,27
25,20,43,25
29,21,40,28
29,21,41,26
29,22,41,30
26,22,41,29
24,20,46,26
23,20,46,25
26,22,38,30
27,22,34,28
27,22,34,25
27,20,41,28
28,21,41,26
19,19,41,28
24,19,41,28
26,21,41,27
25,19,34,29
28,21,37,26
28,21,38,29
27,21,38,28
20,1,1,1
28,22,37,26
20,20,40,27
27,21,41,27
28,20,40,26
27,20,37,29
21,20,42,26
27,21,41,27
29,21,44,31
30,21,44,28
24,21,44,25
28,21,44,29
27,21,43,27
25,22,41,28
25,22,41,27
28,21,44,27
22,20,44,30
23,21,42,26
27,21,42,28
27,18,46,28
26,22,44,27
28,22,44,27
28,20,42,28
28,20,42,26
28,20,41,24
27,20,41,29
28,20,41,27
27,20,41,28
29,20,41,29
28,21,38,26
27,19,41,29
27,19,41,29
21,21,42,30
25,20,42,27
26,21,41,24
30,21,37,29
27,20,37,27
29,22,43,27
23,9,26,11
25,21,46,29
26,20,46,26
29,22,37,27
29,22,37,26
29,22,37,26
29,22,37,27
29,22,37,30
29,22,37,31
29,22,37,29
29,22,37,29
29,22,37,30
29,22,37,26
29,22,37,28
29,22,37,30
22,19,30,26
28,20,37,28
20,20,37,27
25,20,37,27
26,22,36,28
25,21,36,29
26,21,46,26
27,21,46,25
26,21,46,27
25,19,43,27
22,19,43,25
21,19,43,28
26,19,43,27
25,19,43,28
26,19,43,21
25,19,43,28
26,19,43,26
25,22,41,25
30,21,41,25
22,21,41,25
26,21,41,30
22,20,46,29
20,20,46,30
29,20,46,30
28,20,46,31
25,21,41,27
26,20,44,28
26,20,41,28
27,20,41,23
26,20,41,27
27,20,41,28
25,20,41,27
27,20,41,26
25,20,41,25
24,20,41,25
24,20,41,25
28,21,43,26
27,23,43,28
29,21,41,29
25,21,37,28
24,21,45,24
27,21,46,29
27,21,46,25
19,21,46,25
26,21,46,28
27,21,46,27
26,21,46,28
29,21,44,25
26,21,41,26
26,21,38,28
30,21,41,24
29,21,41,27
21,21,39,28
27,23,41,27
28,20,41,31
25,20,41,29
27,22,39,32
30,22,39,27
22,22,39,28
27,22,38,29
27,21,36,25
26,21,46,28
28,22,46,28
27,22,46,27
27,22,46,30
30,22,46,29
28,22,43,29
27,21,38,27
27,21,38,26
28,20,46,26
29,20,41,32
30,21,46,29
30,21,46,28
27,20,38,25
28,20,38,26
28,20,38,25
28,20,41,28
25,18,45,27
27,21,37,26
27,21,37,29
27,21,37,25
30,20,39,25
29,20,38,26
29,20,38,27
29,21,36,27
29,20,44,26
28,20,40,25
30,20,40,30
22,22,46,28
28,20,40,28
28,20,37,26
28,20,37,29
28,21,44,26
23,20,37,26
27,21,44,25
28,21,44,27
28,21,44,24
28,21,44,28
29,20,44,28
28,20,37,26
28,20,37,29
27,20,38,27
30,20,41,27
28,20,41,30
24,11,31,17
25,11,31,19
26,21,44,31
28,20,43,28
28,20,43,28
28,20,43,28
21,21,40,27
28,21,40,28
26,20,36,30
28,22,44,29
24,20,43,25
29,20,38,26
28,20,43,29
28,20,43,27
28,20,43,30
30,19,41,30
27,20,46,27
29,22,46,27
26,22,46,27
29,22,46,29
28,21,45,23
29,21,45,27
30,19,43,27
30,19,43,27
27,23,44,28
27,21,44,27
23,21,44,28
26,19,36,29
27,19,38,28
27,19,36,25
28,21,41,29
22,21,41,28
21,1,1,1
28,21,33,24
29,21,33,28
24,20,38,26
30,19,41,28
29,20,43,27
27,23,34,30
22,23,34,28
28,23,34,27
30,23,34,31
28,23,34,29
26,21,41,26
27,20,37,29
27,21,45,28
27,24,41,29
26,24,41,28
28,24,41,26
27,21,41,29
25,22,41,26
25,22,41,24
24,21,39,27
24,20,36,26
24,20,36,25
21,20,41,29
25,20,41,26
28,20,40,27
20,20,38,32
22,20,43,27
28,20,43,26
25,20,38,28
27,21,44,25
25,21,38,29
27,21,44,30
27,21,44,24
28,20,38,26
27,20,38,27
21,20,38,30
29,21,37,25
26,22,34,27
27,19,30,26
29,22,42,28
29,22,42,29
29,20,37,27
29,20,37,28
27,21,36,27
27,20,46,26
23,19,41,24
26,21,38,26
27,21,38,29
26,20,38,24
27,20,38,29
22,20,41,24
29,21,38,28
20,20,43,28
30,20,43,28
30,20,43,26
29,20,43,27
29,20,43,28
20,20,38,30
27,20,38,29
29,20,38,29
25,22,36,28
30,20,43,27
28,20,43,27
27,22,41,28
21,20,38,24
21,21,43,27
25,21,43,31
26,20,37,27
28,20,46,28
28,20,46,25
28,19,37,25
27,20,43,25
28,20,43,24
27,20,43,27
29,20,43,28
20,20,43,27
20,20,43,28
27,20,43,27
30,20,38,30
21,20,43,29
25,21,44,29
27,20,43,26
28,20,43,26
31,20,43,27
29,20,43,27
29,20,43,28
29,20,43,25
20,20,43,27
29,20,43,26
22,20,43,27
30,20,43,27
28,20,43,28
28,20,43,27
29,20,43,26
21,20,38,29
27,20,43,27
29,20,43,27
28,20,38,22
23,16,30,21
28,20,43,31
26,20,43,29
20,20,38,29
28,20,43,27
27,20,38,27
29,20,43,26
23,20,38,27
30,20,43,28
27,18,43,30
25,18,43,29
18,18,43,24
30,18,43,30
27,20,41,25
28,19,40,25
30,20,43,23
28,18,43,27
27,20,38,26
29,20,43,25
26,20,38,28
29,20,43,30
25,20,38,26
29,20,43,28
28,20,43,28
30,20,43,28
27,20,43,25
20,20,43,27
20,20,38,26
29,20,43,28
29,20,43,24
28,20,43,29
27,20,43,26
27,20,43,30
28,20,38,27
29,20,43,25
20,20,38,27
27,20,43,26
25,20,38,28
25,20,43,28
27,20,43,29
28,20,38,28
29,20,43,26
27,20,38,28
21,20,43,30
29,21,41,27
19,19,41,25
27,20,43,26
21,20,38,27
24,20,43,26
26,20,38,28
29,20,43,27
27,20,38,24
31,20,43,26
30,20,43,26
20,20,38,27
31,20,43,29
27,20,38,30
27,20,43,25
29,20,38,26
30,20,43,24
28,20,43,27
21,20,38,29
26,20,43,28
30,20,38,30
29,20,43,27
21,20,38,28
29,20,43,27
28,20,38,27
29,20,43,27
29,20,43,24
27,20,41,24
20,20,38,27
26,20,43,29
27,20,43,26
29,20,43,29
20,20,43,24
27,20,38,27
23,20,38,27
26,20,43,27
28,20,43,28
24,20,43,25
27,20,43,26
27,20,38,29
24,20,43,25
26,20,38,25
27,20,43,24
25,20,38,29
24,20,43,26
20,20,38,26
24,20,43,25
31,20,43,28
28,20,38,26
30,20,43,26
20,20,38,30
29,20,43,30
25,20,43,28
28,20,43,27
29,20,43,26
22,20,43,25
28,21,41,30
28,20,43,27
20,20,43,30
25,20,38,28
28,20,38,24
27,20,38,28
25,21,35,26
27,21,35,28
28,20,38,25
28,20,38,31
28,20,38,28
28,20,38,27
28,20,38,27
30,20,43,25
28,21,35,25
26,21,35,29
28,21,35,25
25,21,35,25
21,20,38,26
30,20,43,27
26,21,36,26
27,21,35,29
24,21,35,27
25,21,35,30
26,20,38,24
29,20,43,25
29,20,44,28
29,20,44,27
29,20,44,26
22,1,1,1
29,20,44,25
27,19,44,30
26,21,40,25
28,19,41,30
27,21,40,27
27,20,38,32
27,21,40,26
27,21,40,24
26,19,41,25
26,21,40,28
27,22,42,26
29,20,43,26
20,20,38,29
28,20,40,25
27,20,38,29
27,20,38,30
31,20,41,26
30,20,43,27
28,20,43,26
29,21,38,31
29,21,38,26
27,20,43,26
28,20,43,26
28,21,36,29
30,21,36,29
27,21,40,30
25,22,36,29
27,22,36,26
27,20,43,24
28,20,36,25
25,20,36,30
26,21,41,25
22,21,41,28
27,20,38,28
29,20,43,28
20,20,43,27
20,20,43,27
27,19,42,24
30,19,42,25
27,22,36,29
28,21,44,30
26,22,40,25
29,20,35,29
28,22,39,27
21,20,37,27
30,21,38,25
28,20,43,29
29,20,43,25
26,19,34,29
26,19,34,29
26,21,37,26
28,20,43,30
28,20,43,29
28,20,43,26
26,22,36,29
25,22,43,29
25,22,43,26
28,20,43,28
25,22,43,26
25,22,43,25
25,22,43,27
25,22,43,26
27,21,44,27
28,21,44,27
28,19,43,27
28,20,44,29
25,22,43,27
25,22,43,25
28,20,43,28
21,20,37,26
26,22,40,27
26,22,40,28
29,22,40,28
29,22,40,30
27,20,40,27
26,20,40,30
26,20,40,31
26,22,40,27
26,20,40,28
21,21,41,24
31,20,44,26
28,20,41,28
29,20,41,29
26,20,41,26
29,21,38,27
28,19,38,27
28,21,44,30
28,22,38,27
26,22,40,30
24,20,39,26
28,21,39,26
28,21,39,28
28,21,39,29
28,21,39,25
28,21,39,27
28,21,39,28
28,21,39,27
20,20,39,31
29,20,39,28
30,22,36,29
31,22,39,31
30,21,44,26
27,19,35,27
27,19,35,27
27,19,35,29
27,19,35,29
27,19,35,28
27,19,35,27
27,19,35,28
25,21,41,29
26,19,36,30
26,20,35,28
27,20,35,27
26,20,36,29
26,20,36,26
26,20,36,27
26,20,36,29
26,20,36,27
26,20,36,29
25,20,38,25
25,20,38,26
21,20,38,29
29,20,38,29
30,20,38,26
25,21,33,25
25,21,33,31
25,21,33,26
25,21,33,25
26,19,35,29
26,19,35,28
26,19,35,28
26,19,35,29
19,4,6,5
27,22,39,26
28,22,39,29
26,22,40,28
26,21,37,26
22,20,41,28
26,20,42,27
26,22,41,31
26,22,41,27
26,20,43,26
31,19,33,26
28,21,35,29
27,23,36,28
28,21,34,29
28,21,34,29
28,21,34,26
25,21,36,30
25,21,36,28
25,21,36,32
26,22,36,26
26,22,36,25
26,22,36,26
26,22,36,29
29,21,40,26
28,21,40,25
28,23,40,28
21,20,37,28
27,20,37,26
30,21,37,29
30,21,37,28
29,21,37,26
29,21,37,26
27,21,37,28
28,20,33,27
28,20,33,25
28,20,33,26
27,21,39,27
30,20,40,28
28,20,40,27
28,20,40,28
27,20,33,28
30,19,46,27
28,19,46,31
27,20,33,27
27,21,39,26
28,20,40,26
26,22,36,29
26,22,36,27
26,20,40,26
27,20,40,29
26,22,33,30
26,22,33,27
26,20,33,26
28,20,33,30
26,19,35,29
26,19,35,28
26,20,40,26
28,20,40,28
29,20,40,27
29,21,44,27
23,21,37,29
28,21,37,29
26,21,37,26
27,22,39,28
25,22,39,25
28,22,39,28
28,21,37,29
26,21,37,25
24,21,37,24
24,21,37,30
28,21,37,30
26,21,39,32
28,21,39,27
26,20,39,28
29,21,39,25
30,21,39,27
27,21,39,26
22,21,39,29
29,21,39,25
21,21,39,26
28,20,37,26
22,20,37,29
29,20,37,28
26,20,37,26
21,20,37,27
27,20,37,25
28,20,37,27
28,20,37,28
27,22,39,28
29,22,39,28
27,22,39,26
25,22,39,27
28,22,39,26
28,22,39,28
28,22,39,26
29,22,39,24
29,22,39,27
25,21,40,26
29,21,40,26
27,21,40,29
24,22,39,28
29,21,40,27
27,20,40,26
28,18,43,30
28,18,43,25
28,18,43,26
28,18,43,29
28,18,43,28
28,18,43,29
27,20,44,29
28,20,44,27
28,20,44,27
27,20,44,30
30,22,38,29
27,20,36,30
19,20,36,29
24,20,36,29
29,20,36,29
30,22,35,30
27,21,35,28
27,21,35,29
27,20,37,24
27,22,43,30
29,21,37,25
29,21,37,24
29,21,37,27
29,21,37,25
21,1,1,1
29,22,43,27
27,20,42,27
28,20,46,29
28,22,40,29
24,22,40,28
28,22,40,30
29,21,41,25
25,21,41,26
19,21,41,26
24,21,41,26
27,21,41,28
28,21,39,28
22,21,39,30
31,21,39,28
26,22,36,27
26,21,43,27
26,21,43,27
26,22,40,28
22,21,38,29
28,21,37,28
25,22,37,26
26,22,37,30
27,22,37,28
23,22,37,32
25,22,37,29
28,22,37,26
28,22,37,28
28,22,37,29
28,22,37,27
28,22,37,24
26,22,37,28
28,22,37,28
21,20,37,27
21,20,37,27
21,1,1,1
27,21,45,26
26,22,40,27
24,20,43,26
31,20,43,32
24,20,43,25
30,20,43,28
28,20,43,32
29,20,43,28
28,20,43,25
26,20,43,29
27,21,37,26
27,21,37,27
27,21,37,27
27,21,37,27
27,21,37,27
27,21,37,28
27,21,37,29
27,21,37,28
27,21,37,28
29,19,36,28
27,19,36,28
26,22,40,26
24,20,42,27
20,20,42,32
26,22,40,28
26,22,40,27
28,22,36,29
31,21,43,25
31,21,43,31
